,base,cf,cont,delim,epos,extent,form,gdl,gw,id_text,id_word,label,lang,morph,norm,norm0,pos,scope,sense,state,lemma,id_line
450,tag,tag,, ,V/t,,um-mu-e-tag,"[{'v': 'um', 'id': 'P357170.93.4.0', 'delim': '-'}, {'v': 'mu', 'id': 'P357170.93.4.1', 'delim': '-'}, {'v': 'e', 'id': 'P357170.93.4.2', 'delim': '-'}, {'v': 'tag', 'id': 'P357170.93.4.3'}]",touch,niektest/P357170,P357170.93.4,r 89,sux,u.mu.e:~,,u.mu.e:tag,V/t,,touch,,tag[touch]V/t,93
451,ur,ur,, ,N,,ur-da,"[{'v': 'ur', 'id': 'P357170.93.5.0', 'delim': '-'}, {'v': 'da', 'id': 'P357170.93.5.1'}]",dog,niektest/P357170,P357170.93.5,r 89,sux,"~,da",,"ur,da",N,,dog,,ur[dog]N,93
452,,,,,,,im-x,"[{'v': 'im', 'id': 'P357170.93.6.0', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.93.6.1', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.93.6.1'}]",,niektest/P357170,P357170.93.6,r 89,sux,,,,u,,,,im-x[NA]NA,93
453,še,še,, ,N,,še-gin₇,"[{'v': 'še', 'id': 'P357170.94.1.0', 'delim': '-'}, {'v': 'gin₇', 'id': 'P357170.94.1.1'}]",barley,niektest/P357170,P357170.94.1,r 90,sux,"~,gin",,"še,gin",N,,barley,,še[barley]N,94
454,sahar,sahar,, ,N,,sahar,"[{'v': 'sahar', 'id': 'P357170.94.2.0'}]",dust,niektest/P357170,P357170.94.2,r 90,sux,~,,sahar,N,,dust-dirt,,sahar[dust]N,94
455,ses,ses,, ,V/i,,ses-a,"[{'v': 'ses', 'id': 'P357170.94.3.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.94.3.1'}]",bitter,niektest/P357170,P357170.94.3,r 90,sux,~;a,,ses;a,V/i,,bitter,,ses[bitter]V/i,94
456,šum₂,šum,-mu=m.u, ,V/t,,la-ba-an-šum₂-mu,"[{'v': 'la', 'id': 'P357170.94.4.0', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.94.4.1', 'delim': '-'}, {'v': 'an', 'id': 'P357170.94.4.2', 'delim': '-'}, {'v': 'šum₂', 'id': 'P357170.94.4.3', 'delim': '-'}, {'v': 'mu', 'id': 'P357170.94.4.4'}]",give,niektest/P357170,P357170.94.4,r 90,sux,nu.ba.n:~;e,,nu.ba.n:šum;e,V/t,,give,,šum[give]V/t,94
457,en-nu-uŋ₃,ennuŋ,, ,N,,en-nu-uŋ₃,"[{'v': 'en', 'id': 'P357170.94.5.0', 'delim': '-'}, {'v': 'nu', 'id': 'P357170.94.5.1', 'delim': '-'}, {'v': 'uŋ₃', 'id': 'P357170.94.5.2'}]",imprisonment,niektest/P357170,P357170.94.5,r 90,sux,~,,ennuŋ,N,,imprisonment,,ennuŋ[imprisonment]N,94
458,,,,,,,mu-un-x,"[{'v': 'mu', 'id': 'P357170.94.6.0', 'delim': '-'}, {'v': 'un', 'id': 'P357170.94.6.1', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.94.6.2', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.94.6.2'}]",,niektest/P357170,P357170.94.6,r 90,sux,,,,u,,,,mu-un-x[NA]NA,94
459,nin,nin,, ,N,,nin-ŋu₁₀,"[{'v': 'nin', 'id': 'P357170.95.1.0', 'delim': '-'}, {'v': 'ŋu₁₀', 'id': 'P357170.95.1.1'}]",lady,niektest/P357170,P357170.95.1,r 91,sux,"~,ŋu",,"nin,ŋu",N,,lady,,nin[lady]N,95
460,nam-šul,namšul,, ,N,,nam-šul-zu,"[{'v': 'nam', 'id': 'P357170.95.2.0', 'delim': '-'}, {'v': 'šul', 'id': 'P357170.95.2.1', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.95.2.2'}]",manhood,niektest/P357170,P357170.95.2,r 91,sux,"~,zu",,"namšul,zu",N,,manhood,,namšul[manhood]N,95
461,du₁₂,du,, ,V/t,,du₁₂-a-bi,"[{'v': 'du₁₂', 'id': 'P357170.95.3.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.95.3.1', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.95.3.2'}]",play,niektest/P357170,P357170.95.3,r 91,sux,~;a.bi,,du;a.bi,V/t,,to-sing,,du[play]V/t,95
462,a-ri-a,aria,, ,N,,a-ri-a,"[{'v': 'a', 'id': 'P357170.95.4.0', 'delim': '-'}, {'v': 'ri', 'id': 'P357170.95.4.1', 'delim': '-'}, {'v': 'a', 'id': 'P357170.95.4.2'}]",steppe,niektest/P357170,P357170.95.4,r 91,sux,"~,a",,"aria,a",N,,steppe,,aria[steppe]N,95
463,sug₄,sug,,,V/i,,sug₄-ga-am₃,"[{'v': 'sug₄', 'id': 'P357170.95.5.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.95.5.1', 'delim': '-'}, {'v': 'am₃', 'id': 'P357170.95.5.2', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",empty,niektest/P357170,P357170.95.5,r 91,sux,~;a.am,,sug;a.am,V/i,,empty,,sug[empty]V/i,95
464,,,,,,1,,,,niektest/P357170,P357170.96.0,,,,,,,line,,ruling,,96
465,diŋir,diŋir,, ,N,,diŋir,"[{'v': 'diŋir', 'id': 'P357170.97.1.0'}]",deity,niektest/P357170,P357170.97.1,r 92,sux,~,,diŋir,N,,deity,,diŋir[deity]N,97
466,lu₂-lu₇,lulu,, ,N,,lu₂-lu₇-ke₄,"[{'v': 'lu₂', 'id': 'P357170.97.2.0', 'delim': '-'}, {'v': 'lu₇', 'id': 'P357170.97.2.1', 'delim': '-'}, {'v': 'ke₄', 'id': 'P357170.97.2.2'}]",man,niektest/P357170,P357170.97.2,r 92,sux,"~,ak.e",,"lulu,ak.e",N,,man,,lulu[man]N,97
467,arhuš,arhuš,, ,N,,arhuš,"[{'v': 'arhuš', 'id': 'P357170.97.3.0'}]",womb,niektest/P357170,P357170.97.3,r 92,sux,~,,arhuš,N,,compassion,,arhuš[womb]N,97
468,siškur₂,siškur,-ra=r.a, ,N,,siškur₂-ra,"[{'v': 'siškur₂', 'id': 'P357170.97.4.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.97.4.1'}]",prayer,niektest/P357170,P357170.97.4,r 92,sux,"~,ak",,"siškur,ak",N,,blessing,,siškur[prayer]N,97
469,,,, ,,,ša-ra-an-x,"[{'v': 'ša', 'id': 'P357170.97.5.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.97.5.1', 'delim': '-'}, {'v': 'an', 'id': 'P357170.97.5.2', 'delim': '-'}, {'v': 'x', 'id': 'P357170.97.5.3'}]",,niektest/P357170,P357170.97.5,r 92,sux,,,,u,,,,ša-ra-an-x[NA]NA,97
470,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.97.6.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.97.6.0'}]",,niektest/P357170,P357170.97.6,r 92,sux,,,,u,,,,x[NA]NA,97
471,nam-šita,namšita,, ,N,,nam-šita-bi,"[{'v': 'nam', 'id': 'P357170.98.1.0', 'delim': '-'}, {'v': 'šita', 'id': 'P357170.98.1.1', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.98.1.2'}]",prayer,niektest/P357170,P357170.98.1,r 93,sux,~;bi,,namšita;bi,N,,prayer,,namšita[prayer]N,98
472,kiri₃,kiri,, ,N,,kiri₃,"[{'v': 'kiri₃', 'id': 'P357170.98.2.0'}]",nose,niektest/P357170,P357170.98.2,r 93,sux,~,,kiri,N,,nose,,kiri[nose]N,98
473,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.98.3.0'}]",hand,niektest/P357170,P357170.98.3,r 93,sux,~,,šu,N,,hand,,šu[hand]N,98
474,ŋal₂,ŋal,, ,V/i,,ša-ra-ab-ŋal₂,"[{'v': 'ša', 'id': 'P357170.98.4.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.98.4.1', 'delim': '-'}, {'v': 'ab', 'id': 'P357170.98.4.2', 'delim': '-'}, {'v': 'ŋal₂', 'id': 'P357170.98.4.3'}]",be,niektest/P357170,P357170.98.4,r 93,sux,ša.V.ra.b:~,,ša.V.ra.b:ŋal,V/i,,to-exist,,ŋal[be]V/i,98
475,šag₄,šag,, ,N,,šag₄-zu,"[{'v': 'šag₄', 'id': 'P357170.98.5.0', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.98.5.1'}]",heart,niektest/P357170,P357170.98.5,r 93,sux,"~,zu",,"šag,zu",N,,heart,,šag[heart]N,98
476,huŋ,huŋ,, ,V/t,,ši-im-huŋ,"[{'v': 'ši', 'id': 'P357170.98.6.0', 'delim': '-'}, {'v': 'im', 'id': 'P357170.98.6.1', 'delim': '-'}, {'v': 'huŋ', 'id': 'P357170.98.6.2'}]",pacify,niektest/P357170,P357170.98.6,r 93,sux,ša.V.mu:~,,ša.V.mu:huŋ,V/t,,pacify,,huŋ[pacify]V/t,98
477,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.98.7.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.98.7.0'}]",,niektest/P357170,P357170.98.7,r 93,sux,,,,u,,,,x[NA]NA,98
478,a-nir,anir,-ra=r.a, ,N,,a-nir-ra,"[{'v': 'a', 'id': 'P357170.99.1.0', 'delim': '-'}, {'v': 'nir', 'id': 'P357170.99.1.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.99.1.2'}]",lament,niektest/P357170,P357170.99.1,r 94,sux,"~,ak",,"anir,ak",N,,lament,,anir[lament]N,99
479,ig,ig,, ,N,,ig-ni,"[{'v': 'ig', 'id': 'P357170.99.2.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.99.2.1'}]",door,niektest/P357170,P357170.99.2,r 94,sux,"~,ani",,"ig,ani",N,,door,,ig[door]N,99
480,za,za,, ,V/t,,ša-ra-ni-za,"[{'v': 'ša', 'id': 'P357170.99.3.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.99.3.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.99.3.2', 'delim': '-'}, {'v': 'za', 'id': 'P357170.99.3.3'}]",close,niektest/P357170,P357170.99.3,r 94,sux,ša.ra.ni:~,,ša.ra.ni:za,V/t,,close,,za[close]V/t,99
481,ni₂,ni,, ,RP,,ni₂,"[{'v': 'ni₂', 'id': 'P357170.99.4.0'}]",self,niektest/P357170,P357170.99.4,r 94,sux,~,,ni,RP,,self,,ni[self]RP,99
482,tur-tur,tur,, ,V/i,,ša-ra-ab-tur-tur,"[{'v': 'ša', 'id': 'P357170.99.5.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.99.5.1', 'delim': '-'}, {'v': 'ab', 'id': 'P357170.99.5.2', 'delim': '-'}, {'v': 'tur', 'id': 'P357170.99.5.3', 'delim': '-'}, {'v': 'tur', 'id': 'P357170.99.5.4', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",small,niektest/P357170,P357170.99.5,r 94,sux,ša.ra.b:~,,ša.ra.b:tur,V/i,,small,,tur[small]V/i,99
483,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.99.6.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.99.6.0'}]",,niektest/P357170,P357170.99.6,r 94,sux,,,,u,,,,x[NA]NA,99
484,er₂-ša₃-ne-ša₄,eršaneša,, ,N,,er₂-ša₃-ne-ša₄,"[{'v': 'er₂', 'id': 'P357170.100.1.0', 'delim': '-'}, {'v': 'ša₃', 'id': 'P357170.100.1.1', 'delim': '-'}, {'v': 'ne', 'id': 'P357170.100.1.2', 'delim': '-'}, {'v': 'ša₄', 'id': 'P357170.100.1.3'}]",song,niektest/P357170,P357170.100.1,r 95,sux,~,,eršaneša,N,,a-song,,eršaneša[song]N,100
485,du₁₂,du,, ,V/t,,ša-mu-ra-an-du₁₂-a,"[{'v': 'ša', 'id': 'P357170.100.2.0', 'delim': '-'}, {'v': 'mu', 'id': 'P357170.100.2.1', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.100.2.2', 'delim': '-'}, {'v': 'an', 'id': 'P357170.100.2.3', 'delim': '-'}, {'v': 'du₁₂', 'id': 'P357170.100.2.4', 'delim': '-'}, {'v': 'a', 'id': 'P357170.100.2.5'}]",play,niektest/P357170,P357170.100.2,r 95,sux,ša.mu.ra.n:~;a,,ša.mu.ra.n:du;a,V/t,,to-sing,,du[play]V/t,100
486,,,, ,,,$KA-zu,"[{'s': 'KA', 'id': 'P357170.100.3.0', 'role': 'sign', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.100.3.1'}]",,niektest/P357170,P357170.100.3,r 95,sux,,,,u,,,,$KA-zu[NA]NA,100
487,,,,,,,ša-ra-ab-x,"[{'v': 'ša', 'id': 'P357170.100.4.0', 'delim': '-'}, {'v': 'ra', 'id': 'P357170.100.4.1', 'delim': '-'}, {'v': 'ab', 'id': 'P357170.100.4.2', 'delim': '-'}, {'x': 'ellipsis', 'id': 'P357170.100.4.3', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.100.4.3'}]",,niektest/P357170,P357170.100.4,r 95,sux,,,,u,,,,ša-ra-ab-x[NA]NA,100
488,kur-kur,kur,-re=r.e, ,N,,kur-kur-re,"[{'v': 'kur', 'id': 'P357170.101.1.0', 'delim': '-'}, {'v': 'kur', 'id': 'P357170.101.1.1', 'delim': '-'}, {'v': 're', 'id': 'P357170.101.1.2'}]",mountain,niektest/P357170,P357170.101.1,r 96,sux,"~,e",,"kur,e",N,,mountain(s),,kur[mountain]N,101
489,lu₂,lu,, ,N,,lu₂,"[{'v': 'lu₂', 'id': 'P357170.101.2.0'}]",person,niektest/P357170,P357170.101.2,r 96,sux,~,,lu,N,,person,,lu[person]N,101
490,niŋ₂,niŋ,, ,N,,niŋ₂,"[{'v': 'niŋ₂', 'id': 'P357170.101.3.0'}]",thing,niektest/P357170,P357170.101.3,r 96,sux,~,,niŋ,N,,thing,,niŋ[thing]N,101
491,še-bi-de₃,šebida,, ,V/i,,nu-še-bi-de₃,"[{'v': 'nu', 'id': 'P357170.101.4.0', 'delim': '-'}, {'v': 'še', 'id': 'P357170.101.4.1', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.101.4.2', 'delim': '-'}, {'v': 'de₃', 'id': 'P357170.101.4.3'}]",disdain,niektest/P357170,P357170.101.4,r 96,sux,nu:~,,nu:šebida,V/i,,(to-be)-negligent,,šebida[disdain]V/i,101
492,ama,ama,, ,N,,ama-ni,"[{'v': 'ama', 'id': 'P357170.101.5.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.101.5.1'}]",mother,niektest/P357170,P357170.101.5,r 96,sux,"~,ani",,"ama,ani",N,,mother,,ama[mother]N,101
493,tu-ud,utud,,,V/t,,nu-um-tu-ud,"[{'v': 'nu', 'id': 'P357170.101.6.0', 'delim': '-'}, {'v': 'um', 'id': 'P357170.101.6.1', 'delim': '-'}, {'v': 'tu', 'id': 'P357170.101.6.2', 'delim': '-'}, {'v': 'ud', 'id': 'P357170.101.6.3'}]",bear,niektest/P357170,P357170.101.6,r 96,sux,nu.V.m:~,,nu.V.m:utud,V/t,,to-give-birth-(to)-bear-a-child,,utud[bear]V/t,101
494,ni₂,ni,, ,RP,,ni₂,"[{'v': 'ni₂', 'id': 'P357170.102.1.0'}]",self,niektest/P357170,P357170.102.1,r 97,sux,~,,ni,RP,,self,,ni[self]RP,102
495,me-lim₄,melim,, ,N,,me-lim₄,"[{'v': 'me', 'id': 'P357170.102.2.0', 'delim': '-'}, {'v': 'lim₄', 'id': 'P357170.102.2.1'}]",splendor,niektest/P357170,P357170.102.2,r 97,sux,~,,melim,N,,frightening-splendor,,melim[splendor]N,102
496,nam-tag,namtaga,, ,N,,nam-tag,"[{'v': 'nam', 'id': 'P357170.102.3.0', 'delim': '-'}, {'v': 'tag', 'id': 'P357170.102.3.1'}]",sin,niektest/P357170,P357170.102.3,r 97,sux,~,,namtaga,N,,sin,,namtaga[sin]N,102
497,ŋuruš,ŋuruš,, ,N,,ŋuruš-a,"[{'v': 'ŋuruš', 'id': 'P357170.102.4.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.102.4.1'}]",male,niektest/P357170,P357170.102.4,r 97,sux,"~,a",,"ŋuruš,a",N,,male,,ŋuruš[male]N,102
498,,,, ,,,7,"[{'n': 'n', 'sexified': '7(diš)', 'form': '7', 'id': 'P357170.102.5.0', 'seq': [{'r': '7'}]}]",,niektest/P357170,P357170.102.5,r 97,sux,,,,n,,,,7[NA]NA,102
499,a-ra₂,ara,, ,N,,a-ra₂,"[{'v': 'a', 'id': 'P357170.102.6.0', 'delim': '-'}, {'v': 'ra₂', 'id': 'P357170.102.6.1'}]",times,niektest/P357170,P357170.102.6,r 97,sux,~,,ara,N,,times-(with-numbers),,ara[times]N,102
500,,,,,,,7-am₃,"[{'n': 'n', 'sexified': '7(diš)', 'form': '7', 'id': 'P357170.102.7.0', 'delim': '-', 'seq': [{'r': '7'}]}, {'v': 'am₃', 'id': 'P357170.102.7.1'}]",,niektest/P357170,P357170.102.7,r 97,sux,,,,n,,,,7-am₃[NA]NA,102
501,nin,nin,, ,N,,nin-ŋu₁₀,"[{'v': 'nin', 'id': 'P357170.103.1.0', 'delim': '-'}, {'v': 'ŋu₁₀', 'id': 'P357170.103.1.1', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",lady,niektest/P357170,P357170.103.1,r 98,sux,"~,ŋu",,"nin,ŋu",N,,lady,,nin[lady]N,103
502,nam-mah,nammah,, ,N,,nam-mah-zu,"[{'v': 'nam', 'id': 'P357170.103.2.0', 'delim': '-'}, {'v': 'mah', 'id': 'P357170.103.2.1', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.103.2.2'}]",greatness,niektest/P357170,P357170.103.2,r 98,sux,"~,zu",,"nammah,zu",N,,greatness,,nammah[greatness]N,103
503,zu,zu,, ,V/t,,ba-e-ni-zu,"[{'v': 'ba', 'id': 'P357170.103.3.0', 'delim': '-'}, {'v': 'e', 'id': 'P357170.103.3.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.103.3.2', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.103.3.3'}]",know,niektest/P357170,P357170.103.3,r 98,sux,ba.ni.e:~,,ba.ni.e:zu,V/t,,know,,zu[know]V/t,103
504,šu,šu,, ,N,,šu-zu,"[{'v': 'šu', 'id': 'P357170.103.4.0', 'delim': '-'}, {'v': 'zu', 'id': 'P357170.103.4.1'}]",hand,niektest/P357170,P357170.103.4,r 98,sux,"~,zu",,"šu,zu",N,,hand,,šu[hand]N,103
505,zig₃,zig,, ,V/t,,zig₃-ba-an-ta,"[{'v': 'zig₃', 'id': 'P357170.103.5.0', 'delim': '-'}, {'v': 'ba', 'id': 'P357170.103.5.1', 'delim': '-'}, {'v': 'an', 'id': 'P357170.103.5.2', 'delim': '-'}, {'v': 'ta', 'id': 'P357170.103.5.3', 'break': 'damaged', 'ho': '1', 'hc': '1'}]",rise,niektest/P357170,P357170.103.5,r 98,sux,~;ba.n.ta,,zig;ba.n.ta,V/t,,rise,,zig[rise]V/t,103
506,,,,,,,x,"[{'x': 'ellipsis', 'id': 'P357170.103.6.0', 'breakStart': '1', 'break': 'missing', 'o': ']', 'breakEnd': 'P357170.103.6.0'}]",,niektest/P357170,P357170.103.6,r 98,sux,,,,u,,,,x[NA]NA,103
507,nam-tag,namtaga,, ,N,,nam-tag,"[{'v': 'nam', 'id': 'P357170.104.1.0', 'delim': '-'}, {'v': 'tag', 'id': 'P357170.104.1.1'}]",sin,niektest/P357170,P357170.104.1,r 99,sux,~,,namtaga,N,,sin,,namtaga[sin]N,104
508,dugud,dugud,, ,V/i,,dugud-bi,"[{'v': 'dugud', 'id': 'P357170.104.2.0', 'delim': '-'}, {'v': 'bi', 'id': 'P357170.104.2.1'}]",heavy,niektest/P357170,P357170.104.2,r 99,sux,"~;*a,bi",,"dugud;*a,bi",V/i,,(to-be)-heavy,,dugud[heavy]V/i,104
509,il₂,il,-la=l.a, ,V/t,,mu-e-ni-il₂-la,"[{'v': 'mu', 'id': 'P357170.104.3.0', 'delim': '-'}, {'v': 'e', 'id': 'P357170.104.3.1', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.104.3.2', 'delim': '-'}, {'v': 'il₂', 'id': 'P357170.104.3.3', 'delim': '-'}, {'v': 'la', 'id': 'P357170.104.3.4'}]",lift,niektest/P357170,P357170.104.3,r 99,sux,mu.ni.e:~;a,,mu.ni.e:il;a,V/t,,lift,,il[lift]V/t,104
510,ki,ki,, ,N,,ki,"[{'v': 'ki', 'id': 'P357170.104.4.0'}]",place,niektest/P357170,P357170.104.4,r 99,sux,~,,ki,N,,ground-earth-land,,ki[place]N,104
511,erim₂,erim,, ,N,,erim₂-e,"[{'v': 'erim₂', 'id': 'P357170.104.5.0', 'delim': '-'}, {'v': 'e', 'id': 'P357170.104.5.1'}]",enemy,niektest/P357170,P357170.104.5,r 99,sux,"~,e",,"erim,e",N,,enemy,,erim[enemy]N,104
512,šum₂,šum,-ma=m.a,,V/t,,šum₂-ma,"[{'v': 'šum₂', 'id': 'P357170.104.6.0', 'delim': '-'}, {'v': 'ma', 'id': 'P357170.104.6.1'}]",give,niektest/P357170,P357170.104.6,r 99,sux,~;a,,šum;a,V/t,,give,,šum[give]V/t,104
513,nin,nin,, ,N,,nin-ŋu₁₀,"[{'v': 'nin', 'id': 'P357170.105.1.0', 'delim': '-'}, {'v': 'ŋu₁₀', 'id': 'P357170.105.1.1'}]",lady,niektest/P357170,P357170.105.1,r 100,sux,"~,ŋu",,"nin,ŋu",N,,lady,,nin[lady]N,105
514,diŋir,diŋir,, ,N,,diŋir,"[{'v': 'diŋir', 'id': 'P357170.105.2.0'}]",deity,niektest/P357170,P357170.105.2,r 100,sux,~,,diŋir,N,,deity,,diŋir[deity]N,105
515,lu₂-lu₇,lulu,, ,N,,lu₂-lu₇-ke₄,"[{'v': 'lu₂', 'id': 'P357170.105.3.0', 'delim': '-'}, {'v': 'lu₇', 'id': 'P357170.105.3.1', 'delim': '-'}, {'v': 'ke₄', 'id': 'P357170.105.3.2'}]",man,niektest/P357170,P357170.105.3,r 100,sux,"~,ak.e",,"lulu,ak.e",N,,man,,lulu[man]N,105
516,igi,igi,, ,N,,igi,"[{'v': 'igi', 'id': 'P357170.105.4.0'}]",eye,niektest/P357170,P357170.105.4,r 100,sux,~,,igi,N,,eye,,igi[eye]N,105
517,zid,zid,, ,V/i,,zid,"[{'v': 'zid', 'id': 'P357170.105.5.0'}]",right,niektest/P357170,P357170.105.5,r 100,sux,~,,zid,V/i,,right,,zid[right]V/i,105
518,bar,bar,,,V/t,,u₃-mu-un-ši-in-bar,"[{'v': 'u₃', 'id': 'P357170.105.6.0', 'delim': '-'}, {'v': 'mu', 'id': 'P357170.105.6.1', 'delim': '-'}, {'v': 'un', 'id': 'P357170.105.6.2', 'delim': '-'}, {'v': 'ši', 'id': 'P357170.105.6.3', 'delim': '-'}, {'v': 'in', 'id': 'P357170.105.6.4', 'delim': '-'}, {'v': 'bar', 'id': 'P357170.105.6.5'}]",outside,niektest/P357170,P357170.105.6,r 100,sux,u.mu.n.ši.n:~,,u.mu.n.ši.n:bar,V/t,,to-set-aside,,bar[outside]V/t,105
519,gu₃,gu,, ,N,,gu₃,"[{'v': 'gu₃', 'id': 'P357170.106.1.0'}]",voice,niektest/P357170,P357170.106.1,r 101,sux,~,,gu,N,,voice,,gu[voice]N,106
520,arhuš,arhuš,, ,N,,arhuš-a,"[{'v': 'arhuš', 'id': 'P357170.106.2.0', 'delim': '-'}, {'v': 'a', 'id': 'P357170.106.2.1'}]",womb,niektest/P357170,P357170.106.2,r 101,sux,"~,a",,"arhuš,a",N,,womb,,arhuš[womb]N,106
521,de₂,de,, ,V/t,,mi-ni-ib-de₂-a-ni,"[{'v': 'mi', 'id': 'P357170.106.3.0', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.106.3.1', 'delim': '-'}, {'v': 'ib', 'id': 'P357170.106.3.2', 'delim': '-'}, {'v': 'de₂', 'id': 'P357170.106.3.3', 'delim': '-'}, {'v': 'a', 'id': 'P357170.106.3.4', 'delim': '-'}, {'v': 'ni', 'id': 'P357170.106.3.5'}]",pour,niektest/P357170,P357170.106.3,r 101,sux,"mu.ni.b:~;a,ni",,"mu.ni.b:de;a,ni",V/t,,pour,,de[pour]V/t,106
522,šu,šu,, ,N,,šu,"[{'v': 'šu', 'id': 'P357170.106.4.0'}]",hand,niektest/P357170,P357170.106.4,r 101,sux,~,,šu,N,,hand,,šu[hand]N,106
523,teŋ₃,teŋ,,,V/i,,ba-an-ši-in-teŋ₃,"[{'v': 'ba', 'id': 'P357170.106.5.0', 'delim': '-'}, {'v': 'an', 'id': 'P357170.106.5.1', 'delim': '-'}, {'v': 'ši', 'id': 'P357170.106.5.2', 'delim': '-'}, {'v': 'in', 'id': 'P357170.106.5.3', 'delim': '-'}, {'v': 'teŋ₃', 'id': 'P357170.106.5.4'}]",approach,niektest/P357170,P357170.106.5,r 101,sux,ba.n.ši.n:~,,ba.n.ši.n:teŋ,V/i,,approach,,teŋ[approach]V/i,106
524,nin,nin,, ,N,,nin,"[{'v': 'nin', 'id': 'P357170.107.1.0'}]",lady,niektest/P357170,P357170.107.1,r 102,sux,~,,nin,N,,lady,,nin[lady]N,107
525,igi-ŋal₂,igiŋal,-la=l.a, ,AJ,,igi-ŋal₂-la,"[{'v': 'igi', 'id': 'P357170.107.2.0', 'delim': '-'}, {'v': 'ŋal₂', 'id': 'P357170.107.2.1', 'delim': '-'}, {'v': 'la', 'id': 'P357170.107.2.2'}]",wise,niektest/P357170,P357170.107.2,r 102,sux,"~,ak",,"igiŋal,ak",AJ,,wise,,igiŋal[wise]AJ,107
526,mas-su,massu,, ,N,,mas-su,"[{'v': 'mas', 'id': 'P357170.107.3.0', 'delim': '-'}, {'v': 'su', 'id': 'P357170.107.3.1'}]",leader,niektest/P357170,P357170.107.3,r 102,sux,~,,massu,N,,leader-expert,,massu[leader]N,107
527,kalam,kalam,-ma=m.a, ,N,,kalam-ma-kam,"[{'v': 'kalam', 'id': 'P357170.107.4.0', 'delim': '-'}, {'v': 'ma', 'id': 'P357170.107.4.1', 'delim': '-'}, {'v': 'kam', 'id': 'P357170.107.4.2'}]",land,niektest/P357170,P357170.107.4,r 102,sux,"~,ak.am",,"kalam,ak.am",N,,the-Land-(of-Sumer),,kalam[land]N,107
528,šag₄,šag,, ,N,,šag₄,"[{'v': 'šag₄', 'id': 'P357170.107.5.0'}]",heart,niektest/P357170,P357170.107.5,r 102,sux,~,,šag,N,,heart,,šag[heart]N,107
529,,,, ,,,šu-niŋin₂,"[{'v': 'šu', 'id': 'P357170.107.6.0', 'delim': '-'}, {'v': 'niŋin₂', 'id': 'P357170.107.6.1'}]",,niektest/P357170,P357170.107.6,r 102,sux,,,,X,,,,šu-niŋin₂[NA]NA,107
530,sug₄,sug,,,V/i,,sug₄-ga-am₃,"[{'v': 'sug₄', 'id': 'P357170.107.7.0', 'delim': '-'}, {'v': 'ga', 'id': 'P357170.107.7.1', 'delim': '-'}, {'v': 'am₃', 'id': 'P357170.107.7.2'}]",full,niektest/P357170,P357170.107.7,r 102,sux,"~;a,am",,"sug;a,am",V/i,,(to-be)-full,,sug[full]V/i,107
